age,education,education_num,occupation,sex,capital_gain,capital_loss,hours_per_week,native_country,income,workclass_local-gov,workclass_never-worked,workclass_private,workclass_self-emp-inc,workclass_self-emp-not-inc,workclass_state-gov,workclass_without-pay,marital_status_married-af-spouse,marital_status_married-civ-spouse,marital_status_married-spouse-absent,marital_status_never-married,marital_status_separated,marital_status_widowed,relationship_not-in-family,relationship_other-relative,relationship_own-child,relationship_unmarried,relationship_wife,race_asian-pac-islander,race_black,race_other,race_white
47,16,16,prof-specialty,1,15024,0,50,united-states,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
26,13,13,transport-moving,1,0,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
18,8,8,other-service,1,0,0,27,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
52,6,6,sales,1,4064,0,45,united-states,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
48,13,13,prof-specialty,0,0,0,50,united-states,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
36,9,9,machine-op-inspct,1,0,0,40,haiti,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
23,12,11,adm-clerical,0,0,0,30,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
41,9,9,transport-moving,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
56,9,9,transport-moving,1,0,0,38,united-states,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
53,9,9,prof-specialty,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
26,10,10,exec-managerial,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
22,10,10,other-service,1,3325,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
25,14,14,prof-specialty,0,2597,0,31,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
31,10,10,other-service,1,0,0,40,puerto-rico,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
36,11,12,machine-op-inspct,1,2829,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
46,11,12,adm-clerical,1,0,2258,38,united-states,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
32,10,10,other-service,0,0,0,36,puerto-rico,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
43,9,9,farming-fishing,1,0,0,60,united-states,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
30,13,13,exec-managerial,1,99999,0,50,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
41,13,13,sales,1,7688,0,45,united-states,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
50,14,14,exec-managerial,1,99999,0,60,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
37,14,14,exec-managerial,1,0,0,38,united-states,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
22,9,9,handlers-cleaners,1,0,0,50,united-states,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
51,9,9,transport-moving,1,0,0,80,united-states,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
47,10,10,exec-managerial,0,0,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
40,9,9,adm-clerical,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
23,10,10,prof-specialty,0,0,0,20,united-states,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
30,10,10,tech-support,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
27,9,9,sales,1,0,0,65,united-states,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
31,10,10,adm-clerical,0,0,0,35,united-states,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
31,2,2,handlers-cleaners,1,0,0,40,mexico,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
30,9,9,craft-repair,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
50,13,13,prof-specialty,1,0,0,40,united-states,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
27,13,13,prof-specialty,0,0,0,50,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
22,10,10,prof-specialty,0,0,0,16,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
29,9,9,machine-op-inspct,1,0,0,50,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
28,9,9,transport-moving,1,0,0,60,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
54,13,13,exec-managerial,0,0,0,45,united-states,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
47,12,11,tech-support,1,0,0,48,united-states,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
34,9,9,machine-op-inspct,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
26,10,10,handlers-cleaners,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
53,4,4,prof-specialty,1,0,0,35,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
23,10,10,protective-serv,1,0,0,60,united-states,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
42,14,14,prof-specialty,1,0,0,40,united-states,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
36,9,9,exec-managerial,1,0,0,50,united-states,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
52,13,13,protective-serv,1,0,0,45,united-states,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
22,10,10,prof-specialty,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
27,14,14,prof-specialty,0,0,0,40,united-states,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
42,9,9,other-service,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
39,9,9,other-service,0,5455,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
49,9,9,prof-specialty,1,0,0,40,united-states,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
36,9,9,sales,1,7688,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
20,1,1,other-service,1,0,0,32,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
55,9,9,exec-managerial,1,0,0,60,united-states,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
47,5,5,machine-op-inspct,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
33,14,14,prof-specialty,1,0,0,33,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
36,10,10,sales,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
39,16,16,prof-specialty,0,0,0,80,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
55,13,13,exec-managerial,1,15024,0,48,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
21,11,12,prof-specialty,1,0,0,15,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
48,11,12,transport-moving,1,0,0,45,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
30,12,11,handlers-cleaners,1,0,0,45,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
24,9,9,craft-repair,1,0,0,50,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
57,9,9,craft-repair,0,0,0,38,united-states,0,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
20,10,10,farming-fishing,1,0,0,60,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
18,10,10,prof-specialty,0,0,1602,20,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
56,9,9,prof-specialty,0,4101,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
36,9,9,adm-clerical,0,0,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
44,6,6,machine-op-inspct,1,0,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
57,9,9,craft-repair,1,15024,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
57,9,9,craft-repair,1,0,0,52,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
33,9,9,tech-support,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
61,4,4,prof-specialty,1,0,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
39,13,13,transport-moving,1,15024,0,99,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
31,10,10,other-service,1,0,1721,16,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
60,11,12,other-service,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
36,12,11,protective-serv,1,0,0,40,united-states,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
58,9,9,sales,0,0,0,35,united-states,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
50,10,10,handlers-cleaners,1,0,0,38,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
23,13,13,exec-managerial,0,0,0,12,united-states,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
30,9,9,other-service,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
20,7,7,prof-specialty,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
90,15,15,prof-specialty,1,20051,0,72,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
49,13,13,prof-specialty,0,0,0,50,united-states,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
47,13,13,prof-specialty,1,3137,0,40,united-states,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
34,16,16,prof-specialty,1,0,0,40,taiwan,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
37,9,9,tech-support,0,0,0,40,united-states,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
25,6,6,protective-serv,0,0,0,50,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
47,9,9,adm-clerical,1,0,0,40,mexico,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
34,9,9,exec-managerial,1,0,0,60,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
34,10,10,other-service,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
35,9,9,exec-managerial,1,7688,0,50,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
39,10,10,machine-op-inspct,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
32,4,4,handlers-cleaners,1,0,0,19,united-states,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
24,9,9,other-service,0,0,0,30,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
28,15,15,prof-specialty,1,0,0,60,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
41,4,4,craft-repair,1,0,2179,40,united-states,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
69,9,9,prof-specialty,0,0,0,9,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
32,9,9,protective-serv,1,0,0,90,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
58,9,9,sales,0,0,0,40,united-states,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
47,9,9,sales,1,0,0,75,united-states,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
41,13,13,exec-managerial,1,4386,0,50,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
35,9,9,exec-managerial,1,0,0,50,united-states,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
24,10,10,other-service,1,0,0,20,canada,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
46,9,9,sales,1,0,0,60,united-states,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
69,13,13,exec-managerial,1,6418,0,45,united-states,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
22,13,13,exec-managerial,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
36,14,14,prof-specialty,0,0,0,40,united-states,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
23,13,13,prof-specialty,1,0,0,30,united-states,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
35,10,10,prof-specialty,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
37,13,13,protective-serv,1,5178,0,40,united-states,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
35,13,13,prof-specialty,0,0,0,40,united-states,0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
18,7,7,transport-moving,1,0,0,16,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
43,5,5,handlers-cleaners,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
53,9,9,protective-serv,1,0,0,40,united-states,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
54,10,10,protective-serv,1,0,0,52,united-states,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
29,9,9,adm-clerical,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
46,11,12,adm-clerical,0,0,0,47,cuba,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
24,10,10,handlers-cleaners,1,0,0,30,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
30,10,10,other-service,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
23,10,10,priv-house-serv,0,0,0,6,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
27,13,13,prof-specialty,0,0,0,6,mexico,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
38,13,13,craft-repair,1,0,0,35,united-states,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
33,14,14,tech-support,1,0,0,15,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
66,10,10,protective-serv,1,0,0,40,canada,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
45,9,9,exec-managerial,1,0,0,40,united-states,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
68,9,9,prof-specialty,0,0,0,12,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
37,9,9,sales,1,15024,0,60,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
17,6,6,other-service,0,0,0,10,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
31,9,9,adm-clerical,1,0,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
46,13,13,exec-managerial,1,0,0,55,united-states,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
40,13,13,prof-specialty,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
34,10,10,handlers-cleaners,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
56,6,6,craft-repair,1,0,0,45,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
42,10,10,adm-clerical,0,0,0,41,united-states,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
46,14,14,exec-managerial,1,0,0,55,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
30,9,9,craft-repair,1,0,0,50,united-states,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
33,13,13,craft-repair,1,0,0,40,united-states,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
47,9,9,machine-op-inspct,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
57,11,12,farming-fishing,1,0,0,40,united-states,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
34,7,7,craft-repair,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
40,9,9,craft-repair,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
33,9,9,sales,1,0,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
22,9,9,machine-op-inspct,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
29,8,8,other-service,0,0,0,35,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
53,9,9,adm-clerical,0,7688,0,35,united-states,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
36,9,9,adm-clerical,0,0,0,40,philippines,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
45,9,9,craft-repair,1,10520,0,40,united-states,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
36,10,10,sales,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
18,9,9,farming-fishing,1,0,0,11,united-states,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
27,9,9,adm-clerical,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
36,13,13,sales,1,0,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
36,4,4,farming-fishing,1,0,0,75,united-states,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
48,14,14,exec-managerial,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
41,15,15,prof-specialty,1,0,1977,60,united-states,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
21,3,3,priv-house-serv,0,0,0,40,mexico,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
47,14,14,prof-specialty,1,0,0,38,united-states,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
41,2,2,farming-fishing,1,0,0,40,mexico,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
61,2,2,craft-repair,1,0,0,20,united-states,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
64,4,4,craft-repair,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
35,10,10,adm-clerical,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
44,9,9,transport-moving,1,0,0,50,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
20,10,10,sales,0,0,0,20,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
23,10,10,adm-clerical,0,0,0,70,united-states,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
52,6,6,other-service,0,0,0,35,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
43,14,14,exec-managerial,0,0,0,25,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
32,13,13,handlers-cleaners,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
63,13,13,craft-repair,1,0,0,40,south,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
29,10,10,other-service,0,0,0,41,united-states,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
42,10,10,exec-managerial,1,0,0,60,taiwan,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
65,6,6,handlers-cleaners,0,0,0,28,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
42,10,10,other-service,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
35,9,9,transport-moving,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
40,13,13,sales,1,0,0,40,united-states,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
38,10,10,adm-clerical,0,0,0,40,united-states,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
26,9,9,adm-clerical,0,0,0,50,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
46,9,9,farming-fishing,1,0,1672,50,united-states,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
39,10,10,adm-clerical,0,0,0,20,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
29,13,13,prof-specialty,1,0,0,50,united-states,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
42,16,16,prof-specialty,1,0,0,36,united-states,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
36,13,13,prof-specialty,1,0,0,45,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
26,10,10,handlers-cleaners,1,0,0,45,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
57,13,13,sales,1,0,1902,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
55,9,9,handlers-cleaners,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
35,10,10,sales,1,0,0,55,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
41,9,9,adm-clerical,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
24,10,10,other-service,0,0,0,30,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
47,9,9,craft-repair,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
34,10,10,sales,1,0,0,60,united-states,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
44,13,13,exec-managerial,1,0,0,35,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
18,9,9,prof-specialty,0,0,0,20,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
27,13,13,adm-clerical,1,0,0,35,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
36,13,13,adm-clerical,0,0,0,50,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
21,13,13,sales,1,0,0,30,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
29,9,9,transport-moving,1,0,0,55,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
